,Unnamed: 0,RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
0,-0.5,0.116092161512,0.034909704167,0.402108527777,-0.10744752089,-0.155524032043,-0.0703794001234,-0.0192344439426,-0.0555703901498,-0.111783030969,-0.296728971963
1,-0.495305164319,-0.0331615698308,0.0725036891294,0.203890264971,-0.0264506361545,0.0141188251001,-0.00274654988186,-0.104736302679,-0.0555703901498,-0.111783030969,-0.296728971963
2,-0.490610328638,-0.0959359333076,0.0183683507835,0.19275440751,0.0296241302006,0.0605473965287,-0.017239303505,-0.109383142827,-0.0555703901498,-0.111783030969,-0.296728971963
3,-0.485915492958,-0.030966662017,-0.0297519499684,0.223934808401,-0.0482574897371,-0.00730974632844,0.0117462037413,-0.0684909495188,-0.0555703901498,-0.111783030969,-0.296728971963
4,-0.481220657277,-0.0415022195236,-0.0207293935774,0.208344607955,-0.0638338137246,0.0766188251001,0.00852559182506,-0.0824314699649,-0.0555703901498,-0.111783030969,-0.296728971963
5,-0.476525821596,-0.105593527689,-0.0929098447052,0.206117436463,0.0545462485807,0.0569759679573,0.0230183454483,-0.0824314699649,-0.0555703901498,0.398020890599,-0.296728971963
6,-0.471830985915,-0.0410632379608,-0.0162181153819,0.203890264971,-0.0949864616997,0.0784045393858,0.0133565096995,-0.0731377896675,-0.0555703901498,-0.111783030969,-0.296728971963
7,-0.467136150235,-0.0353564776447,-0.0387745063594,0.206117436463,-0.123023844877,0.105190253672,0.0117462037413,-0.0666322134593,-0.0555703901498,-0.111783030969,-0.296728971963
8,-0.462441314554,0.0357585355247,0.0950600801068,0.199435921987,-0.023335371357,-0.101952603471,0.0101358977832,-0.0610560052809,-0.0555703901498,-0.111783030969,-0.296728971963
9,-0.457746478873,-0.0357954592075,-0.0613308973368,0.203890264971,-0.0264506361545,0.0605473965287,0.0117462037413,-0.0517623249835,-0.0555703901498,0.10390324354,-0.296728971963
10,-0.453051643192,-0.116568066758,-0.103436160495,0.17270986408,0.0358546597956,0.0980473965287,0.0278492633226,-0.0805727339054,-0.0555703901498,0.358805204325,-0.296728971963
11,-0.448356807512,-0.0322836067053,-0.0914060853067,0.217253293924,-0.0544880193321,0.0641188251001,0.0165771216157,-0.0368924365077,-0.0555703901498,-0.111783030969,-0.296728971963
12,-0.443661971831,-0.108666398628,-0.0793760101188,0.166028349603,-0.0139895769645,0.112333110814,0.0310698752389,-0.0842902060244,-0.0555703901498,0.358805204325,-0.296728971963
13,-0.43896713615,-0.0388683301469,-0.0823835289157,0.194981579002,-0.0544880193321,0.0998331108144,0.00691528586693,-0.053621061043,-0.0555703901498,0.221550302364,-0.296728971963
14,-0.434272300469,-0.0322836067053,-0.119977513878,0.201663093479,-0.0420269601421,0.1141188251,0.0133565096995,-0.0424686446861,-0.0555703901498,-0.111783030969,-0.296728971963
15,-0.429577464789,-0.0331615698308,-0.0899023259082,0.190527236018,-0.0669490785221,0.105190253672,0.0133565096995,-0.0526916930132,-0.0555703901498,-0.111783030969,-0.296728971963
16,-0.424882629108,-0.0230649938871,-0.109451198089,0.219480465416,-0.0887559321047,0.0819759679573,0.0181874275739,-0.0238812840913,-0.0555703901498,-0.111783030969,-0.296728971963
17,-0.420187793427,0.157795409976,0.143180380859,0.259569552276,-0.172868081637,-0.230524032043,-0.0558866465002,0.017940277247,-0.0555703901498,-0.111783030969,-0.296728971963
18,-0.415492957746,0.0326856645853,0.0740074485279,0.23284349437,-0.0825254025097,-0.0948097463284,-0.0703794001234,-0.00622329152625,-0.0555703901498,-0.111783030969,-0.296728971963
19,-0.410798122066,-0.044575090463,-0.0583233785398,0.190527236018,0.0763531021632,0.0141188251001,0.00691528586693,-0.0480448528645,-0.0555703901498,0.0254718709914,-0.296728971963
20,-0.406103286385,-0.0379903670214,-0.0883985665097,0.19275440751,0.0140478062131,0.0176902536716,0.00691528586693,-0.0406099086266,-0.0555703901498,0.260765988638,-0.296728971963
21,-0.401408450704,0.0568296505379,0.204834516197,0.237297837354,-0.359783969488,-0.112666889186,-0.0752103179978,0.00399975680089,-0.0555703901498,-0.111783030969,-0.296728971963
22,-0.396713615023,-0.0441361089002,-0.0944136041037,0.208344607955,-0.0482574897371,0.0248331108144,0.0149668156576,-0.0238812840913,-0.0555703901498,-0.111783030969,-0.296728971963
23,-0.392018779343,-0.0375513854586,-0.0899023259082,0.197208750494,-0.029565900952,0.0659045393858,0.019797733532,-0.0341043324184,-0.0555703901498,-0.111783030969,-0.296728971963
24,-0.387323943662,-0.0511598139046,-0.00418804019394,0.181618550049,-0.0918711969022,0.0355473965287,0.000474062034403,-0.0489742208943,-0.0555703901498,-0.111783030969,-0.296728971963
25,-0.382629107981,-0.0318446251425,-0.0643384161338,0.190527236018,-0.0731796081172,0.0623331108144,0.0246286514064,-0.0396805405969,-0.0555703901498,-0.111783030969,-0.296728971963
26,-0.3779342723,-0.0191141598221,-0.0297519499684,0.177164207065,-0.010874312167,-0.00195260347129,0.0149668156576,-0.0489742208943,-0.0555703901498,-0.111783030969,-0.296728971963
27,-0.37323943662,-0.0507208323418,-0.0808797695173,0.177164207065,-0.0357964305471,0.0694759679573,0.0101358977832,-0.0489742208943,-0.0555703901498,-0.111783030969,-0.296728971963
28,-0.368544600939,-0.0300886988914,-0.127496310871,0.186072893033,-0.00464378257199,0.0891188251001,0.0117462037413,-0.0387511725671,-0.0555703901498,-0.111783030969,-0.296728971963
29,-0.363849765258,-0.0230649938871,-0.0493008221488,0.179391378557,-0.0513727545346,0.0373331108144,0.0165771216157,-0.0433980127158,-0.0555703901498,-0.111783030969,-0.296728971963
30,-0.359154929577,-0.0300886988914,-0.113962476284,0.194981579002,-0.0451422249396,0.0766188251001,0.0181874275739,-0.024810652121,-0.0555703901498,0.162726772952,-0.296728971963
31,-0.354460093897,-0.0393073117097,-0.0853910477127,0.181618550049,-0.0949864616997,0.110547396529,0.0101358977832,-0.0378218045374,-0.0555703901498,-0.111783030969,-0.296728971963
32,-0.349765258216,-0.027015827952,-0.0838872883142,0.177164207065,-0.0669490785221,0.0569759679573,0.0181874275739,-0.0368924365077,-0.0269989615784,0.31958951805,-0.296728971963
